userName;score;content;label
rsyaa hd;5;min tambahin fitur download nya dong kaya misalkan kita liat foto trs di pojok kiri atas ada downloader nya gitu seperti twitter dan hal sebagainya mohon di baca min..;positif
Aria Arta;5;apk nya membantu saya suka menulis kegiatan sehari-hari, saya tuangkan keseharian saya di situ;positif
Antah Lah;1;Bug nya Parah banget beranda ngebayang parah udah dicoba hapus data login ulang tetap aja gitu, mungkin masih baru ya nanti kalo udah diperbaiki bugnya dikasih bintang 5;negatif
Sekar Arum;4;Sejauh ini app ringan & mudah digunakan, cuman untuk kolom search masih terbatas sehingga mohon diberikan logika tambahan berupa pencarian kata dari beberapa postingan threads sehingga dpt melakukan pencarian secara luas,, terimakasih;positif
Fernanda Aulia A Yahya;3;Terdapat glitch pada tampilan jika menggunakan dark mode sehingga aplikasi tidak bisa digunakan dengan semestinya. Tolong segera perbaiki;netral
#NAME?;4;Waw, twitter tanpa limit Kekurangan: •Tolong dong, kalo mau ganti akun kaya ig(tinggal sat set, gaperlu login-logout) •Kalo mau posting itu ribet, ketutupan keyboard tombolnya. •Ga ada fitur dm? •kalo mau ikuti balik ;positif
Rendy Nugraha;5;Lumayan mirip sama twitter dan menurut saya, saya lebih suka ini ketimbang twitter. Semoga di masa mendatang akan ada lagi fitur bagus yg di kembangkan oleh meta untuk Threads. Karena aplikasi ini punya potensi besar untuk bersaing dengan sosial media yg lain;positif
Ariq Ylnt;3;aplikasinya bagus, stylish, tidak dibatasi untuk mengupload dalam sehari, tapi yang sangat disayangkan adalah harus login menggunakan akun instagram, alangkah baiknya jika Instagram dan Threads memiliki akun yang berbeda.;netral
NEO GUMARA21;1;Bintang 1 dulu, soalnya kalau login pakai Instagram, malah Instagramnya yg logout pas login ke Instagram malah threads nya yg logout begitu aja terus. Semoga kejadian ini langsung ditindaklanjuti;negatif
Si Jalanraya;4;Lumayan lah, so far nggak terlalu bagus & nggak terlalu jelek juga apknya, Mines nya Cmn Fiturnya yang kurang apalagi kalau kayak mau nge retwett gitu postingannya pasti ketumpuk;positif
Mufti Afdhali Siregar;3;Masih banyak sekali kekurangan dibanding twitter, tidak ada nya hastag, DM, fitur trend dan masih banyak lagi Dan jika bisa, ada baiknya Instagram dan threads dilakukan pemisahan;netral
ryan bagoes;5;Ini nih aplikasi yang mungkin bisa gantiin Twitter, terima kasih Meta udah membuatkan aplikasi pesaingnya, ditunggu perkembangan selanjutnya, dan juga update2 berikutnya.;positif
Alan Permana;5;Semoga kedepannya bisa lebih optimal dan maksimal dalam fitur.. i love you threads 😘;positif
Defi Masliha;2;nge bug parah, tulisan numpuk pas di scroll bener bener gabisa dibaca samsek, dari awal download sampe uninstall trus download lagi belum bisa dipake juga;negatif
Davina Adi Sofiya;3;Untuk sementara saya kasih binta segini dulu. Ada bug force close. Semoga segera diperbaiki dan bertambah fitur yang lain. Terimakasih;netral
Yonatan Jaya;1;Aplikasi ny skrg, tdk bs di buka😲 di tulis ad masalah, tiap saat mo loading !;negatif
swqbdrpp;4;Saya kasih 4 dulu. Karna menurut saya kurang enak kalau berandanya isinya random sama orang yang ga kita follow. Jadi kalo bisa di pisah antara explore sama following;positif
In Kojongian;5;cukup utk menjadi wadah bercerita;positif
Mohamad Faisal Jaelani;4;Threads udh bagus, tapi masih ada bug seperti suka force close atau keluar sendiri dari Threads nya. Mungkin di update selanjutnya bisa di benahi.... semoga aja secepatnya dibenahi soalnya ini aplikasi keren bgt;positif
Nurul KArisma;5;Lumayan asik 🤣 kalo digabung sama ig bisa enggak? Gue gatau dah konsepnya TAPI serius ini seru kek twi... Andai bisa edit tulisan cakep bisa save gambar 😆 (adem untung masih kaga ada iklan);positif
Muhammad Zainul Amri Officials;3;Tolong di fix: tidak bisa memposting foto yang tersimpan dari Instagram dan mengalami force close.;netral
Dimas Raspati Dwinugraha;4;Cukup bagus untuk saat ini tetapi saya harap di tambahkan fitur save postingan jadi pengguna dapat menyimpan postingan.;positif
Ika Lestari;4;Aplikasi nya udah bagus,tapi kalau bisa ditambahin fitur translate Soalnya saya jadi bingung kalau bias saya posting pakai bahasa korea tapi saya kagak ngerti.;positif
Bang towel;4;ini baru sangat menyenangkan 🤣 bisa terus lebih baik dari ini apk nya;positif
Pinguin Merayap;4;Aplikasinya bagus, saran saya bisa ditambahkan fitur Hastag agar memudahkan dalam mempromosikan seseorang dan membuat thread lebih mudah dijangkau banyak orang.;positif
Inyonk 2023;3;Bagus sih cuma di timeline banyak post orang lain yang gak kita follow, jadi membuat gak nyaman. Perbaiki lagi dongs timeline nya;netral
M KHOIR SIAGIAN;5;Sejauh ini masih aman ya! dan aku suka bgt sama threads, soalnya lebih ke arah akrab aja sesama user di dalamnya. Masalah bug belum nemu. Thanx Threads!;positif
Leo;5;"Twitter dulu bagus sekarang2 gegara satu orang ""yg itu"" ambil alih kuasa, jadi kerasa kurang ""pake banget"". Entah apa yg ada dibenak orang itu... Saatnya beralih ke Threads wkwk";positif
Radiveka Rafa;5;Aplikasinya bagus, namun mengapa threads tidak bisa mengganti akun secara cepat seperti di instagram,tapi saya tahu aplikasi ini masih baru, semoga dapat berkembang kedepannya.🙏🏻;positif
John Connor;3;Aplikasi baru wajar memiliki banyak kekurangan atau bug ini itu. Cuma sejauh ini gw belum menikmati aplikasi nya. Lebih enak dan nyaman pake Twitter, You Know What I Mean?💀 Lebih singkatnya cuma penasaran pake apk ini. Fakyu buat bayar centang biru dan batasan tweet. Bodoamat gw juga bukan org penting yg harus pake verifikasi centang biru;netral
Haris udin febriansyah;1;Aplikasi ini mesih banyak bug nya yah Masa aku udah mengikuti ko ga bisa yah keriset lagi terus kalo ngetik hurufnya hilang tolong ini min diperbaiki;negatif
Muhammad DAFFA ALFARIDZI;1;Aplikasi ini udah bisa di donwload tapi ko masih ada eror nya gimana sih threads, pas saya mau scroll ke bawah tampilan nya jadi eror, tolong di perbaiki;negatif
Ganii Surianty;5;aplikasinya bagus dan sangat membantu bagi usaha kami.;positif
Tito;4;Orientasi landscape untuk tablet mohon di adakan;positif
Igo Yulianto;2;launching,langsung install,buat akun disini,upload video 2x, bingung mau ngapain lagi, akhirnya uninstall dulu, nunggu perkembangan selanjutnya,kalo ada peningkatan install lagi,klo gak ada ya sudah gak bakal install lagi 🤣🤣🤣;negatif
07. Azziza Syifa Maharsi;2;gara-gara aku download ini Ig aku gak bisa dibuka, kalau dibuka pasti keluar sendiri terus harus gimana ya, udah ku uninstall aku login lagi masih tetep, tolong kerjasamanya ya;negatif
Virgi Fahrezy;1;"Wah...bug nya parah banget sih... Untuk sekelas ""meta"" meskipun ini apk baru,harus nya bisa lebih di optimalkan lagi sebelum di rilis... Klw begini kan kesan pertama org org bkl jelek banget...";negatif
NMYTC Molana;3;Sebenarnya mau kasih bintang lima tapi kali ini 3 aja soalnya pas mau bagi postingan threads di instagram kok nggak bisa pake musik tolong perbaikannya 😌😌😌😌.;netral
Joni Iskandar;1;Tidak profesional, standar ganda;negatif
Shabrina Salsabila;5;Ku kasih rating 5 soalny masih suka error, tolong diperbaiki bugnya masih sering error kalau login...kalau bisa adain fitur bisa liat yang unfoll;positif
Dimas Daffa;1;Parah algoritma nya jelek. Pake dibawa bawa ke instagram lgi. Padahal hal yang dibenci malah ditayangin mulu;negatif
Nabil Alexander Putra;2;Aplikasi yang tidak cocok untuk didownload, banyak bug yang ada seperti tulisan dan gambar ovelapping dengan yang lain.;negatif
Putri Music;2;Banyak bug nya, suka keluar2 sendiri, terus teksnya numpuk dan kayak error gituuuu:((((;negatif
Over9000;1;Ada bug di aplikasi ini yang perlu di perbaiki, berupa bug text numpuk dan tertimpa dan lain lain, tolong semoga cepat di perbaiki;negatif
Desvito Raka;4;Mungkin ku kasih 4 dulu ya. Soalnya masih kurang fitur nya, aku ingin bisa buat akun lebih dari satu. Itu aja sih, moga cepet di update lah ya. Semoga apikasi ini sukses 💪;positif
AdilahZhafirah Manurung;3;Sangat sepi di sosmed satu ini, tapi tetap saya pakai entah untuk ihat postingan orang random yang muncul aja dah. Ngepost sini juga super sepi 😅 padahal nggak di private lagi akunnya;netral
Rudi AR;3;"Dari segi tampilan udah bagus cuman masih ada yg eror yaitu pengen lihat teman yg follow GK di tau harus di kunjungi satu"" akunya mungkin masih awal masih banyak yg perlu di perbaiki";netral
CAPTAIN FUGU;5;Aplikasinya bagus. semoga setiap akun hanya bisa dikelola oleh satu pengguna saja. dan tidak ada sampah-sampah yang mengandung sex seperti aplikasi lainnya.;positif
Hendryy Pangestu;5;"sangat cocok untuk ngungkapkan kata""";positif
HANIF R.A (XI-7);5;Karena ga mau ketinggalan tren, jadi pake nih sosmed. Lumayan untuk sekelas twitter bahkan lebih bagus dari Twitter, walau fiturnya masih ada beberapa yang kurang sih. 😅;positif
Fillbert Liestiawan;3;Bagus, cuma klo ada bahasa asing tidak bisa diterjemahkan. Tolong tambahkan fitur terjemahan nya! Terima kasih;netral
Rasyada Amieny;2;Entah bug atau apa... Tulisan kayak numpuk & getar... Apa karena baru launching jd masih ada kekurangan... Semoga cepat diperbaiki...;negatif
Nur Azis Aji Pangestu;5;Mantap lah, karna masih sepi jadi nyaman;positif
Idris rooney;5;apk ini sangat baguss;positif
Crazy ATM (Game Hiburan);1;Tidak bisa ganti profil , maaf terjadi kesalahan, silahkan coba lagi , udah 100 x coba ttp gk bisa , oi deploper fix dong MTnya;negatif
apri senanda;2;Tolong timeline jangan berantakan dong. Sesuaikan dengan waktu update nya dan berurutan;negatif
Kayla Bilqis__;2;Mungkin saja masih dalam pengembangan, saat baru di download tidak bisa dibuka sama sekali. Ditunggu perbaikan selanjutnya;negatif
Wildha Sonata;1;Baru upload 1 foto. Uda eror dr pagi Ampe sore kek gak kelar kelar upload. Pdhl file nya kecil size nya. Ditunggu update nya;negatif
Rielita Prasethio;2;Bug parah banget. Mau upload photo ga bisa nge forceclose sendiri -.- sampe lelah nyoba lagi nya;negatif
choivan nation;1;Yang anda tampilkan diberanda saya, hanya sekumpulan tokoh publik yang tidak saya kenal dan tidak saya follow, jadi saya kehilangan akses untuk teman yang saya ikuti. aplikasi tidak jelas, done to uninstall !!;negatif
Syafran Bagi;4;Lebih simple dari twitter, kelebihannya jika login tinggal masuk instragram dan jika lupa login instagram tinggal masuk facebook dan kekurangannya dari aplikasi ini akan dijelaskan oleh pemberi ⭐ 1, 2, dan 3 atau buZzeRp 2024. Jika hal itu berkaitan dengan postingan politik;positif
Mardhatillah Nash;4;Aplikasi nya bagus banget menurut saya tapi kenapa ya pas sudah didownload di hp android penampakan berandanya kayak macet-macet gitu 🥲;positif
Fitrah Ramadhani;2;Pertama kali saya pake bagus, nah dipake besoknya jadii jelekk apa karna hpnya atau aplikasinya nggak tau jugaa.. Jadi saya nggak bisa pakai aplikasinya 🙏 cuman sekalii soalnya nggak keliatann..;negatif
Hilyatul Ma'rifah;4;Tolong tambahin fitur edit dong, misalnya yang kayak typo gitu trus bisa diedit, biar gak cape klo typo malah hapus😊tambahin terjemahan jg donggggggg😀🫶🏻;positif
Rian Affandi;5;Aplikasinya bagus, tapi tolong logonya diganti jadi burung biar tambah keren. Toh apk sebelah juga udah nggak pake logo itu;positif
Marcella Nur Asiah;5;Bagus, cuman aku masih belum terlalu ngerti mainin apk ini. Aku juga bingung gimana cara upload video, soalnya pas aku pencet, cuman ada untuk foto😭🙏;positif
Bocil Kematian;3;Sejauh ini masih aman gak ada bug dan enak dipakai tapi tolong adain fitur translate dong min masih awam bahasa lain gua selain indo dan English;netral
mary hasan;2;Buruk sekali, ga bisa nulis bahasa arab, kalo nulis bahasa arab auto mulai dari kiri, ngk ke kanan;negatif
Rahmat Sidi;5;Aplikasi yang sangat keren, fiturnya lebih lengkap dibandingkan aplikasi tetangga sebelah. Bismillah, iPhone dan MacBook Pro.;positif
Gus Ipul Official (Gus Ipul);5;Makin banyak maka terasa perlu untuk melakukan hal yang baru;positif
Syairah Nabila;5;aplikasi ini sangat bagus;positif
Me Luv;1;Fiturnya masih bnyak yg kureng ya sayyy;negatif
Nia Khusnia;2;Istagram pilih kasih komen selalu di batasi;negatif
Dendi Perdani;1;Tidak berperikemanusiaan aplikasi ini sangat jelek 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎;negatif
Ernita Padang;5;Semoga Threads bisa membuat banyak orang mendapatkan uang 💵;positif
randysa Locaferre;5;cocok buat curhat setiap hari;positif
ARIZALL Kristanto;3;No komen cukupan,cuman persisnya REEL aja.;netral
Astrie Nirmala;1;👎 makin jelek kualitas Nya;negatif
Raman Kumar;1;Sangat mengecewakan;negatif
leciii tea;1;"apa konyol mau login aja kaga bosa"" terjadi kesalaham mulu pler";negatif
Ana Yunita;4;sangat menarik;positif
Dia mers46;1;Sama aja dengan Ig,..saya jadi bingung;negatif
Arrahman Travel Yogyakarta;5;pengalaman yang hebat. aku cinta Threads❤️;positif
Reth;5;Untuk menjadi aplikasi yang besar , seperti harus ada banyak update dan tambahan fitur baru dan banyak lagi ....... Saya yakin akan menyaingi Twitter , saya ingin aplikasi ini lebih baik dari pada Twitter yang ribet itu;positif
Riza Daffa;5;seru juga ini apk;positif
Mohammad Sakti12;3;Terjadi bug saat memakai mode gelap mohon di perbaiki. Dan mohon di tambahkan mode gelap di aplikasi sendiri biar GK silau;netral
kamiliki pratama;5;Semoga kedepannya bagus;positif
Dina Silfiyah;5;menurut ku apk bagus walau rada takut sama info yg beredar tapi demi bias aku akan bertahan tolong tambahkan untuk menyimpan ft dan terjemahan 🙏;positif
Anan Tri;3;Akan lebih bagus jika ditambah fitur baru seperti trending topic dan hastag, itu akan sangat membantu, terimakasih!;netral
Lusia Aulia;1;Saya ingin menghapus akun threads, mengapa harus menghapus akun instagram terlebih dahulu? Sungguh fitur yang sangat buruk, tidak bisa membebaskan penggunanya. Tolong PERBAIKI hal tersebut, supaya pengguna bisa lebih leluasa. Terima kasih.;negatif
Fitri Rahayu;5;Bagus banget aplikasinya simple tapi mungkin next diperbaiki bugnya dan perbanyak fitur-fitur yang memudahkan pengguna 🙏;positif
Faza Muallifah;1;Kembaliin akun gua!! ga suka banget apk nya, gaada bagus bagus nya, gua hapus apk nya malahan di hack akun gua, emosi lama' sorry ni klo kata' nya ga sopan gua uda emosi bngt, sebisa mungkin kembaliin akun gua di situ banyak kenangan'an filter' ig gua, do your magic ig plis gua mohon!!;negatif
Ryuzen;3;Overall udh bagus. Tapi untuk sementara karena masih banyak bug aku kasih 3 bintang dulu. Ya wajar juga sih karena app baru;netral
M Irfani;1;Aplikasi kalo belum siap gk usah di rilus dlu, ini apl macam apa, ngebug gk bisa di gunakan. Tolong segera dibperbaiki.;negatif
7Up・ Kentang;1;Error atau bug sih emang untuk apps ini butuh kapasitas ram brp supaya ga error krn hp gw sendiri ini Ram 6/32 Maaf untuk sementara bintang 1 dulu;negatif
iwan barleys;1;Aneh belum ngepost apa apa... baru aja install kok di takedown;negatif
titi nastiti rusbandi;2;Threads saat ini bagus karena aku baru gabung . belum ada yg aneh2 . bintangnya 2dulu;negatif
Fathasya Aulia;5;minusnya cuma kalau kata-kata panjang harus motong;positif
mifta janah;3;udah bagua tapi tolong dong gk usah di tautkan di instgram. gk usah ada pintasan lewat;netral
Syaiful arf;2;Pas pertama pakai lancar, tpi pas berselang lama malah muncul bug pas scroll kebawah tulisannya ikut ngikut, mohon segera diperbaiki 🙏🏻;negatif
annita sari;3;Kok tiba2 di nonaktifkan gara2 aku scroll postingan ke bawah berkali kali trnyata postingan tsb sudah di hapus,aku mana tau klo sudah di hapus?apakah nnti akan di aktifkan lagi apa tidak?;netral
Soft clouds;4;Kalau bisa tambah bener juga di profil nya;positif
Akun Gabut;3;tidak bisa melihat jumlah suka postingan sendiri;netral
Retno Widya;3;Ini kenapa saya upload dari kemarin kok emggak bisa² ya?;netral
Lord LeeTao;5;Mulai beralih kesini,gegara Twitter atau X sudah makin Jelek semenjak di pegang Elon. Pertahankan Thread,jgn sampai jadi jelek krna satu kesalahan.;positif
Bungomedia;5;Belum begitu memahaminya, tapi coba support bintang';positif
Sari Lovesen;3;Ini aplikasinya aku coba dan lumayan sih cuma ukurannya gede;netral
Anri Agus R;2;Lencana di hapus, tidak bisa di munculkan kembali;negatif
Regina Veronica Tamarine;4;Kapan perbarui tambah akun??? Maka harus perbarui tambah akun seperti Instagram;positif
Syabilla Nyssa;1;Aku baru pertama kali download gk tau aplikasinya aku kasih 1 dulu klo udh rame aku kasih 5;negatif
Kefin putra Nugraha;5;tingkatin lagi setingannya;positif
steven stenli;5;durasi vidio n kualitas di perpanjang n frame yg tinggi;positif
Bali Blind;1;aplikasinya sering crash.. dibenahi;negatif
Inisial R;1;ngabisin kuota udah downkoad eh malah gak guna gak menarik sepertih yang di baca di googke ,, sampahhlah;negatif
Mincesri;5;Sangat membatu ,Trimakasih byk aplikasi Thre3ads;positif
Dunia Motivasi;5;Sangat Bagusss dah mudah di pahami;positif
Sayidil Murohim;1;Baru d unduh langsung d unistall.masa mau login harus pake akun instagram. Ngacooo;negatif
sahril Aja;4;Saat ini masih berfungsi dengan baik bintang 4 dulu jika aplikasi nya ditambah beberapa fitur seperti edit komentar, dan menambahkan lokasi baru saya tambahkan bintang 5;positif
Aco Ridwan;5;ruang yang sangat baik untuk mempublish;positif
What's up;3;Tolong tambahkan fitur agar bisa hide dan kembali kan lencana threads di bio;netral
FOERZA YAHYA;3;Ada bnyak bug yang perlu di perbarui mulai dari akun yang tautkan di Instagram sama ada bug dngan isi DM saya tdak ada smua.. ini perlu diperbaiki;netral
Runi fikky Kurnia;5;seperti Twitter tapi ini lebih, baik agik. mantaps;positif
vick Walfareza;5;kalau bisa theards ada colom curhat;positif
Reilo G. Arvares;1;Kenapa aplikasinya selalu mengalami bug saat ingin refresh? Gimana sih ini tolong diperbaiki secepatnya dong 😅;negatif
Nana Mardiana;4;Ada aplikasi baru semoga berjalan mulus tanpa haks dan hoax.;positif
Indriani Irfan;3;Mungkin bisa menambahkan fitur translator bahasa apapun agar kita bisa tau arti dari postingan seseorang juga ada fitur save foto/video juga;netral
Defy Fitri;5;Aplikasi bagus dan mudah dipahami untuk pengguna pemula, tampilan nya mirip mirip Instagram kerennn, lucuuu gitu✨;positif
KD. Agus Mahardika_07;4;labih baik dari apk berlogo burung, dan lebih lancar waktu scroll, tanpa ada bug.;positif
Firdaus Kurniawan;1;Harus nya sih log in aplikasi nya semua aplikasi meta jangan cuman ig saja,terus kalau bisa ada fitur daftar nya juga.;negatif
Upik Upik;1;Ada bug 1. Keluar aplikasi terus logout bebarengan dengan IG 2. Tiba tiba force close Saran 1. Tolong ada fitur translate 2.simpan foto dan video;negatif
Dwi Alfian Hadi Santoso;4;Sebenernya sudah mulai bagus, cuma saran aja sii kalau ada konten/balasan yang diapus mending gausah ditampilkan lagi 1 balasan agak ganggu ajasiii;positif
Rahmad Adriyan;5;Ngasih ulasan itu yg bener, katanya pakai threads ngeleg, ini lah itu lah, ini kok saya makek nya bagus² aja, padahal hp saya tipe kentang, bagus² aja ini saya make nya, gak ada yg ngeleg atau yg lainnya.;positif
Dhicky Pradita Candra;3;Sementara sih bagus untuk aplikasi baru, banyak bug nya apalagi ketika mau upload foto sering keluar sendiri;netral
Muhammad Hikam Ahsan;3;Dah bagus, cuman bakal lebih bagus kalo support buat ngirim file HD. Bakal bantu banget buat illustrator pasarin gambar nya.;netral
Nur Sakina;5;z msih belum puas;positif
Iman Muchdin;4;tidak ada opsi kamera saat mau post, dan tidak ada fitur zoom untuk liat foto. semoga bisa di tingkatkan lagi nanti.;positif
Musafir Misqueen;3;Ukuran aplikasinya terlalu besar, tolong bisa lebih dikecilkan lagi ukuran aplikasinya.;netral
Athfiah Izzah;4;Bagus, banget bisa nemenin hari2 galau dan obat gabut;positif
didis;4;jujur ini bagus sii, tau gasi apk ini tuh isinya kepribadian lain / hal random dr orang lain. gue jg iya si sbenernya wkwk, cm disini gue ga nemu AU padahal kata saudara gue ada AU disini dan isinya lebi banyak dr pada apk sbelah wkwk;positif
Kushjak 97;1;Aplikasi bagus dari meta. Tinggal menambahkan fitur terjemahan bahasa untuk postingan dan komentar seperti di Instagram;negatif
Nur Soleh;2;"Gak ada fitur ""jangan putar otomatis video"" saya kasih bintang ⭐⭐ dulu.";negatif
Elis Irfania;3;Mohon ke depannya treads yang sudah di hilangkan di profil Instagram agar bisa di kembalikan lagi;netral
Hoki Handika Putra;3;Secara overall oke sih. Paling masukan aja, tolong tambahakan fitur trending seperti twitter supaya lebih menarik lagi. Thanks 😄;netral
Nanang Khosim;4;Aplikasi treads sangat bagus dan mudah dipahami .simple dan semakin kaya pengalaman dalam sosial media;positif
Cerita Kita;1;Tampilan eror, menumpuk saat di scroll.. jadi tidak bisa melihat apapun yg ada ditampilan..;negatif
Uniko 512;3;Saya pengguna ponsel asus m2 dan terdapat bug glitch di aplikasinya, namun saat buka instagram ini tidak terjadi.. mohon di fix;netral
Friscilla Aprillia;1;Bug nya banyak banget, ketika di swipe tulisannya numpuk² ga bisa baca tulisan sama sekali;negatif
Vany Avianty;5;tempat curahan hati,, yang galau, happy, dan sedih.;positif
Muhammad Pasha Junior;1;Makin update makin anehhh apk y sblm di update msh normal aja knp hbs di update mkn bermasalah.... Tolong di perbaiki lagi apk y terimakasih;negatif
Riyan Yoga Sakti;4;Tampilan sangat sederhana. Sayangnya timeline cuma ada 'for you' aja gak ada yang cuma akun yg kita following.;positif
Nyifaa;5;hebat, sangat menghemat penyimpanan. Saran saya sih nanti Nya ada fitur dm, semakin berkembang Threads !;positif
Steven Widjaja;1;Masih ada bug ya? Kalo scroll tampilan bertumpukan tidak teratur bahkan pindah dari home ke menu profile juga sama;negatif
HERU MICHAEL PURNOMO;3;kenapa saya kasih 3? dulu Dibagian sukanya, ada nama orang dan lainnya menyukai Utas anda. sekarang cuman tulisan lihat suka;netral
Zaki Sudrajat;3;belum ngerti gw jg he he he;netral
Rosilo Wati;3;Tolong tingkatkan lagi dong, mau upload foto HD nggak bisa sedih bangett ㅠㅠ nanti kalau udah bisa bintangnya aku tambah;netral
Fery Antoni;2;Bisa dibuka, tapi teks sama gambarnya malah jadi berganda ketika ngescroll maupun nekan tombol icon.;negatif
피아;5;apk nya udah bagus banget, tapi tolong adakan fitur translate otomatis sama save foto ya terimakasih;positif
Revita sari;4;Em aplikasinya agak bug waktu mau post foto dan saya download aplikasinya hanya karena jaemin dan haechan semoga aplikasinya diperbaiki dengan benar ya;positif
Arkhah Robbunar;2;aplikasi ini ngebug di hp saya, jadi tolong perbaiki lagi, beberapa kali download, tetap aja ngebug dibagian beranda;negatif
Anky;2;Aplikasi bagus, sayang saya sedikit ada masalah ketika meng-upload foto, selalu crash. Mohon diperbaiki;negatif
Handika Dika;1;kenapa ya di android 9 ga support, bug ketika di buka, campur semua tulisa, tolong di perbaiki lagi;negatif
Hussain Nur;5;Kayanya belum ada menu terjemahan/translate, atau udah ada. Kalo udah ada bisalah kasih tau;positif
Muhammad Rama;5;Permainan ini sangat keren seperti anda melihat zuck sedang bertarung dengan elon musk. Alangkah baiknya kalian memilih aplikasi ini untuk mendukung zuck;positif
10 Bimotri Smk;5;"Aplikasi nya keren!! Tapi tolong pakde zuck Tambahin fitur dm sama biar bisa liat yg trending"" kayak Twitter";positif
Gama Liel;1;masi banyak bug yg harus diperbaiki,seperti layar menjadi mix saat di scroll;negatif
ozymldn;2;bug nya masih banyak sampe ngeblank wkwk di android sama loading nya lama bangett padahal wifi udah 1000mbps;negatif
Rio Agung Purnomo;5;Aplikasi ini bagus sangat sempurna tetapi masih ada bug bug yang sering terjadi menganggu kenyamanan kami sebagai user.;positif
Ulandari;3;Bisa gak si adain fitur sembunyiin user threads yang keberapa, kan diig kalau kita main threads pasti dibio profile ada misalnya aku pengguna threads yang ke 6+++ jadi otomatis pasti ada tulisan 6+++ please deh malas banget kalau ada itu.;netral
Naufal AN;3;Menurutku aplikasinya bagus tapi kekurangannya masih belum bisa meneterjemahkan bahasa asing;netral
dian saputra;4;harusnya ada fitur insight nya;positif
Radit Channel;1;Perbaiki bug pada hp saya Vivo Y17, Saat Mengscroll dia malah jadi dobel layarnya dan itu sangat mengganggu. Semoga di Perbaiki masa Perusahaan Besar tidak bisa memperbaikinya. Cya;negatif
adi masdar;5;mencari teman yg sangat baik di aplikasi ini;positif
KILL'em ATTACK;3;Lagi upload foto terus tiba tiba keluar sendiri gatau ke Napa bug Mulu udah di coba beberapa kali tetep sama gak bisa kirim foto itu;netral
Fajarr Ardi;3;Buat apk yg baru rilis udah not bad lah,tinggal dikembangin lagi aja,diperbanyak fiturnya,dll yg buat menarik.;netral
PEJUANG RECEH;1;Banyak bug,, upload foto gak bisa, ngetik hilang sendiri, layar seperti blank gak bisa di scrooll;negatif
Salman Al farisi;5;Gak nyangka sebagus ini apk nya untuk developer mohon dikembangkan lagi ya supaya bisa lebih seru disini tuh ngobrol bisa mutualan juga bisa seru banget lagi;positif
Firli Holisah;4;aku kasih bintang 4 soalnya aplikasi nya bagus dan lucu bangeeeetttt, tapi sayangnya gabisa bikin lebih dari 1 ya account nya? toloonggg dooongg bisa bikin buat beberapa account;positif
Budi Setiawan;3;Aplikasinya terlalu berat.;netral
Fisca Anisya;1;gue gatau setelah login ini Instagram gue jdi aneh, tiba-tiba dm smua ilang gabisa balas dm sebelumnya akun gue tiba-tiba keluar sndirii, aneh bener bener aneh gabakal gue download lagi sumpah;negatif
this puyuh;1;Bug gak ngerti lagi saat scrolling Threads tiba-tiba semua tampilan huruf saling bertumpukan tidak karuan sangat parah;negatif
DhaniGalleryOfficial;1;Baru juga download. Malah bug mulu. Upload selalu gagal. Padahal wifi stabil;negatif
Nadiyah Nadiyah;1;ukuran aplikasinya gede 70an mb, tapi fiturnya sedikit (bingung mau cari apaan disana) dan banyak bugnya;negatif
Rizky Rivaldi;5;Tolong fiturnya di tambahin ya pak mark, kyk missal dm, buat share vidio ke wa dll tanpa link, jadi langsung vidio gtu.;positif
Ica aulia Oktaviana;4;Aplikasi nya sih lumayan bagus dan sebagian mem nct dream ada yang masuk cm nggak ada daftar mengikuti harap di perbaiki lagi🙏;positif
Ebit Eko Bachtiar;1;Lencana gak bisa ditampilkan kembali di Instagram setelah tidak sengaja menghapusnya. Tolong berikan fitur pemgembalian lencana di Instagram.;negatif
Raditya Prasetyo;4;Lebih menarik kalo di tambah fitur trending dan semacamnya. Jadi bisa tau apa yang sedang ramai di sosial media;positif
Fatur Rahman R.;4;Tambahin fitur unduh foto atau video. Bisa menggunakan lebih dari satu akun dalam satu apk. Tambahin fitur zoom foto. Tambahin hastag [#].;positif
Alif Irham;4;Overall bagus tambahkan video durasi panjang dan tambahkan translate di setiap postingan maupun di setiap komentar;positif
Samid Star;3;Tidak ada bug, namun kurang fitur: 1) Info Trend. 2) Voting pada utas. 3) Download media dari netizen di kolom komen;netral
Awesome;4;Sudah bagus. Akan tetapi belum bisa translate bahasa inggris dan bahass lainnya ke bahasa Indonesia.;positif
Lilian Sutanto;5;Wow !!! Bagus sekali aplikasi baru ini. Saya merasa aplikasi ini lay out nya seperti Twitter . Saya baru install aplikasi ini hari ini, karena di Instagram ada yang sudah menginstalnya. Lalu saya penasaran dan langsung menginstalnya juga.;positif
Muhammad Rafi;2;Diperbaiki lagi sih, di hp saya realme c2 masih ngestuck banget apknya. Padahal pengen banget main ni aplikasi;negatif
Dimas Y;3;"Terdapat glitch yang super duper mengganggu, ga bisa ngeliat apa"" huhu.. padahal pingin nyoba juga";netral
Tredi Hijrah Rezeky;3;Apaan, kagak bisa masuk. Kalau akun utamanya aktifkan kode autentikasi dua-faktor. Gak cukup kode yang harus di isi di dalam aplikasi ini!;netral
